Sıra,Kitap,Ünite,Kelime
1446,3,13,enforce
1447,3,13,fountain
1448,3,13,harbor
1449,3,13,inhabit
1450,3,13,march
1451,3,13,millionaire
1452,3,13,port
1453,3,13,sheriff
1454,3,13,startle
1455,3,13,sweat
1456,3,13,trigger
1457,3,13,unify
1458,3,13,vessel
1459,3,13,voyage
1460,3,13,worship
1461,3,14,apprentice
1462,3,14,assure
1463,3,14,bandage
1464,3,14,bleed
1465,3,14,bond
1466,3,14,chef
1467,3,14,crown
1468,3,14,departure
1469,3,14,diligent
1470,3,14,emperor
1471,3,14,fiber
1472,3,14,horrible
1473,3,14,impolite
1474,3,14,kneel
1475,3,14,luxury
1476,3,14,massive
1477,3,14,panic
1478,3,14,priority
1479,3,14,robe
1480,3,14,scold
1481,3,15,affair
1482,3,15,assembly
1483,3,15,bless
1484,3,15,cereal
1485,3,15,cheerful
1486,3,15,diameter
1487,3,15,exploit
1488,3,15,famine
1489,3,15,harvest
1490,3,15,merry
1491,3,15,pardon
1492,3,15,pharaoh
1493,3,15,ripe
1494,3,15,roast
1495,3,15,routine
1496,3,15,scheme
1497,3,15,slim
1498,3,15,stove
1499,3,15,theft
1500,3,15,nut
1501,3,16,adolescent
1502,3,16,aptitude
1503,3,16,compliment
1504,3,16,hinder
1505,3,16,journalism
1506,3,16,jury
1507,3,16,justice
1508,3,16,liberty
1509,3,16,literary
1510,3,16,tidy
1511,3,16,pharmacy
1512,3,16,pill
1513,3,16,presume
1514,3,16,privacy
1515,3,16,punishment
1516,3,16,sensible
1517,3,16,slice
1518,3,16,sorrow
1519,3,16,straw
1520,3,16,swell
1521,3,17,affection
1522,3,17,agency
1523,3,17,ash
1524,3,17,confine
1525,3,17,dismiss
1526,3,17,erupt
1527,3,17,fate
1528,3,17,lava
1529,3,17,miserable
1530,3,17,navigate
1531,3,17,remainder
1532,3,17,retrieve
1533,3,17,shallow
1534,3,17,slope
1535,3,17,span
1536,3,17,superstition
1537,3,17,sympathy
1538,3,17,vibrate
1539,3,17,wander
1540,3,17,originate
1541,3,18,armor
1542,3,18,blaze
1543,3,18,boom
1544,3,18,cliff
1545,3,18,flame
1546,3,18,independence
1547,3,18,invasion
1548,3,18,knight
1549,3,18,lightning
1550,3,18,rebel
1551,3,18,revolution
1552,3,18,spear
1553,3,18,steep
1554,3,18,summit
1555,3,18,thunder
1556,3,18,troops
1557,3,18,warrior
1558,3,18,withdraw
1559,3,18,yield
1560,3,18,retreat
1561,3,19,bench
1562,3,19,confront
1563,3,19,daisy
1564,3,19,dispute
1565,3,19,horror
1566,3,19,incident
1567,3,19,mist
1568,3,19,object
1569,3,19,orphan
1570,3,19,plot
1571,3,19,pregnant
1572,3,19,rage
1573,3,19,revenge
1574,3,19,shame
1575,3,19,sigh
1576,3,19,sneak
1577,3,19,spare
1578,3,19,stem
1579,3,19,supper
1580,3,19,tender
1581,3,20,beneath
1582,3,20,cub
1583,3,20,dawn
1584,3,20,dissatisfied
1585,3,20,ease
1586,3,20,evident
1587,3,20,hail
1588,3,20,howl
1589,3,20,leap
1590,3,20,magnificent
1591,3,20,outcome
1592,3,20,pile
1593,3,20,profound
1594,3,20,seize
1595,3,20,squeeze
1596,3,20,supreme
1597,3,20,terrific
1598,3,20,trait
1599,3,20,vital
1600,3,20,necessity
1601,3,21,accustomed
1602,3,21,affirm
1603,3,21,astonished
1604,3,21,bang
1605,3,21,clan
1606,3,21,dim
1607,3,21,emphasis
1608,3,21,fable
1609,3,21,feast
1610,3,21,glow
1611,3,21,instinct
1612,3,21,joint
1613,3,21,leak
1614,3,21,physician
1615,3,21,sacrifice
1616,3,21,stiff
1617,3,21,stroke
1618,3,21,tragic
1619,3,21,tune
1620,3,21,hollow
1621,3,22,accommodate
1622,3,22,circus
1623,3,22,coincide
1624,3,22,commission
1625,3,22,dose
1626,3,22,dye
1627,3,22,extent
1628,3,22,gender
1629,3,22,headline
1630,3,22,informal
1631,3,22,inquire
1632,3,22,messenger
1633,3,22,peer
1634,3,22,portrait
1635,3,22,pose
1636,3,22,ranch
1637,3,22,steer
1638,3,22,stripe
1639,3,22,tame
1640,3,22,tempt
1641,3,23,Aborigine
1642,3,23,ban
1643,3,23,cautious
1644,3,23,confess
1645,3,23,cottage
1646,3,23,daytime
1647,3,23,desperate
1648,3,23,fade
1649,3,23,fierce
1650,3,23,gamble
1651,3,23,lawn
1652,3,23,mow
1653,3,23,outlaw
1654,3,23,prospect
1655,3,23,purse
1656,3,23,rod
1657,3,23,seldom
1658,3,23,shave
1659,3,23,terrified
1660,3,23,wizard
1661,3,24,baggage
1662,3,24,bulb
1663,3,24,bundle
1664,3,24,cattle
1665,3,24,flee
1666,3,24,graze
1667,3,24,greed
1668,3,24,herd
1669,3,24,initiate
1670,3,24,lane
1671,3,24,optimist
1672,3,24,parade
1673,3,24,pave
1674,3,24,phantom
1675,3,24,portable
1676,3,24,poster
1677,3,24,scratch
1678,3,24,symphony
1679,3,24,widow
1680,3,24,nerve
1681,3,25,circulate
1682,3,25,consequent
1683,3,25,derive
1684,3,25,drown
1685,3,25,dynasty
1686,3,25,fraction
1687,3,25,frost
1688,3,25,illusion
1689,3,25,invade
1690,3,25,lieutenant
1691,3,25,marine
1692,3,25,merit
1693,3,25,navy
1694,3,25,polar
1695,3,25,ray
1696,3,25,resign
1697,3,25,suicide
1698,3,25,tremble
1699,3,25,underlying
1700,3,25,via
1701,3,26,alter
1702,3,26,aside
1703,3,26,autumn
1704,3,26,blend
1705,3,26,collapse
1706,3,26,crush
1707,3,26,curve
1708,3,26,disgusting
1709,3,26,drain
1710,3,26,embrace
1711,3,26,fireworks
1712,3,26,flour
1713,3,26,fuse
1714,3,26,ginger
1715,3,26,jealous
1716,3,26,paste
1717,3,26,receipt
1718,3,26,wipe
1719,3,26,wire
1720,3,26,envy
1721,3,27,acknowledge
1722,3,27,ambassador
1723,3,27,blonde
1724,3,27,conquer
1725,3,27,drag
1726,3,27,exaggerate
1727,3,27,heritage
1728,3,27,insult
1729,3,27,meanwhile
1730,3,27,vase
1731,3,27,necklace
1732,3,27,noble
1733,3,27,precious
1734,3,27,prejudice
1735,3,27,rumor
1736,3,27,sin
1737,3,27,spectacle
1738,3,27,stack
1739,3,27,suspicious
1740,3,27,tin
1741,3,28,ache
1742,3,28,arctic
1743,3,28,canal
1744,3,28,chemist
1745,3,28,chill
1746,3,28,congress
1747,3,28,dairy
1748,3,28,descend
1749,3,28,grocer
1750,3,28,hesitate
1751,3,28,institution
1752,3,28,jog
1753,3,28,merchant
1754,3,28,poke
1755,3,28,postpone
1756,3,28,splash
1757,3,28,stubborn
1758,3,28,suburb
1759,3,28,tide
1760,3,28,tragedy
1761,3,29,bomb
1762,3,29,certificate
1763,3,29,circumstance
1764,3,29,coffin
1765,3,29,cope
1766,3,29,criticism
1767,3,29,devastate
1768,3,29,frown
1769,3,29,gaze
1770,3,29,glance
1771,3,29,grief
1772,3,29,groom
1773,3,29,license
1774,3,29,microscope
1775,3,29,nuclear
1776,3,29,portray
1777,3,29,rotate
1778,3,29,souvenir
1779,3,29,submarine
1780,3,29,trace
1781,3,30,appliance
1782,3,30,basin
1783,3,30,broom
1784,3,30,caterpillar
1785,3,30,cupboard
1786,3,30,delicate
1787,3,30,emerge
1788,3,30,handicap
1789,3,30,hook
1790,3,30,hop
1791,3,30,laundry
1792,3,30,pursue
1793,3,30,reluctant
1794,3,30,sleeve
1795,3,30,spine
1796,3,30,stain
1797,3,30,strip
1798,3,30,swear
1799,3,30,swing
1800,3,30,utilize
1801,4,1,aroma
1802,4,1,beverage
1803,4,1,cluster
1804,4,1,combine
1805,4,1,condensed
1806,4,1,contemporary
1807,4,1,cultivate
1808,4,1,divine
1809,4,1,humid
1810,4,1,vary
1811,4,1,odor
1812,4,1,palate
1813,4,1,paradise
1814,4,1,plantation
1815,4,1,rapid
1816,4,1,rate
1817,4,1,soothing
1818,4,1,subtle
1819,4,1,texture
1820,4,1,toxic
1821,4,2,accident
1822,4,2,admiral
1823,4,2,arc
1824,4,2,character
1825,4,2,conscience
1826,4,2,fiery
1827,4,2,flesh
1828,4,2,grapefruit
1829,4,2,hay
1830,4,2,horrified
1831,4,2,kerosene
1832,4,2,loop
1833,4,2,paddle
1834,4,2,raft
1835,4,2,sour
1836,4,2,stake
1837,4,2,steward
1838,4,2,string
1839,4,2,thorn
1840,4,2,wreck
1841,4,3,admonish
1842,4,3,audible
1843,4,3,awesome
1844,4,3,beware
1845,4,3,brag
1846,4,3,conscious
1847,4,3,disagree
1848,4,3,echo
1849,4,3,eventual
1850,4,3,hint
1851,4,3,idiot
1852,4,3,immense
1853,4,3,indirect
1854,4,3,option
1855,4,3,pastime
1856,4,3,perfect
1857,4,3,pinpoint
1858,4,3,switch
1859,4,3,thorough
1860,4,3,torment
1861,4,4,beak
1862,4,4,damp
1863,4,4,disapprove
1864,4,4,except
1865,4,4,flight
1866,4,4,fond
1867,4,4,immoral
1868,4,4,ivy
1869,4,4,moan
1870,4,4,oblivious
1871,4,4,rim
1872,4,4,roost
1873,4,4,slippery
1874,4,4,soar
1875,4,4,trivial
1876,4,4,typical
1877,4,4,utterly
1878,4,4,weep
1879,4,4,perish
1880,4,4,pit
1881,4,5,awhile
1882,4,5,cyberspace
1883,4,5,edit
1884,4,5,essay
1885,4,5,evaluate
1886,4,5,faint
1887,4,5,global
1888,4,5,gymnasium
1889,4,5,highlight
1890,4,5,ignorant
1891,4,5,index
1892,4,5,lecture
1893,4,5,moral
1894,4,5,operate
1895,4,5,private
1896,4,5,recent
1897,4,5,resolution
1898,4,5,semester
1899,4,5,typewritten
1900,4,5,weird
1901,4,6,absolute
1902,4,6,alas
1903,4,6,attentive
1904,4,6,cape
1905,4,6,envision
1906,4,6,evenly
1907,4,6,folk
1908,4,6,melt
1909,4,6,patch
1910,4,6,pleasure
1911,4,6,pudding
1912,4,6,rail
1913,4,6,recipe
1914,4,6,role
1915,4,6,shrink
1916,4,6,soak
1917,4,6,spark
1918,4,6,spirit
1919,4,6,suit
1920,4,6,pop
1921,4,7,account
1922,4,7,architect
1923,4,7,conceal
1924,4,7,crime
1925,4,7,deed
1926,4,7,gratitude
1927,4,7,habitat
1928,4,7,intervene
1929,4,7,landmark
1930,4,7,legal
1931,4,7,memorable
1932,4,7,oblige
1933,4,7,offence
1934,4,7,proclaim
1935,4,7,rally
1936,4,7,resolve
1937,4,7,resource
1938,4,7,sentence
1939,4,7,volunteer
1940,4,7,witness
1941,4,8,access
1942,4,8,conduct
1943,4,8,constant
1944,4,8,crack
1945,4,8,device
1946,4,8,enclose
1947,4,8,grip
1948,4,8,halt
1949,4,8,impending
1950,4,8,influence
1951,4,8,mode
1952,4,8,perspire
1953,4,8,replace
1954,4,8,snap
1955,4,8,sly
1956,4,8,tend
1957,4,8,valid
1958,4,8,version
1959,4,8,whatsoever
1960,4,8,law
1961,4,9,alongside
1962,4,9,appetite
1963,4,9,assist
1964,4,9,breeze
1965,4,9,defy
1966,4,9,display
1967,4,9,efficient
1968,4,9,feeble
1969,4,9,forgive
1970,4,9,lively
1971,4,9,nor
1972,4,9,outraged
1973,4,9,pessimistic
1974,4,9,rumor
1975,4,9,slap
1976,4,9,smash
1977,4,9,subject
1978,4,9,wage
1979,4,9,whereas
1980,4,9,majestic
1981,4,10,animate
1982,4,10,classify
1983,4,10,concede
1984,4,10,concept
1985,4,10,construct
1986,4,10,decade
1987,4,10,diagram
1988,4,10,ferry
1989,4,10,handy
1990,4,10,isolate
1991,4,10,numerous
1992,4,10,particle
1993,4,10,plea
1994,4,10,refrain
1995,4,10,review
1996,4,10,sophisticated
1997,4,10,surrender
1998,4,10,upright
1999,4,10,worthwhile
2000,4,10,longing
2001,4,11,alliance
2002,4,11,applause
2003,4,11,armed
2004,4,11,authoritative
2005,4,11,ceremony
2006,4,11,culture
2007,4,11,defense
2008,4,11,detail
2009,4,11,diverse
2010,4,11,vain
2011,4,11,enchant
2012,4,11,equip
2013,4,11,exception
2014,4,11,genre
2015,4,11,impact
2016,4,11,lure
2017,4,11,obstacle
2018,4,11,shelter
2019,4,11,sort
2020,4,11,supply
2021,4,12,alternative
2022,4,12,avenue
2023,4,12,belly
2024,4,12,bid
2025,4,12,blow
2026,4,12,conflict
2027,4,12,continent
2028,4,12,current
2029,4,12,disrespect
2030,4,12,enthusiasm
2031,4,12,harsh
2032,4,12,lean
2033,4,12,meantime
2034,4,12,mischief
2035,4,12,muscle
2036,4,12,rescue
2037,4,12,succession
2038,4,12,terrain
2039,4,12,timid
2040,4,12,violence
2041,4,13,affect
2042,4,13,autograph
2043,4,13,bead
2044,4,13,brew
2045,4,13,charm
2046,4,13,destiny
2047,4,13,horn
2048,4,13,irritable
2049,4,13,lag
2050,4,13,maximize
2051,4,13,nutritious
2052,4,13,protein
2053,4,13,signature
2054,4,13,stuff
2055,4,13,subconscious
2056,4,13,van
2057,4,13,warn
2058,4,13,workout
2059,4,13,zoom
2060,4,13,nightmare
2061,4,14,brick
2062,4,14,crumble
2063,4,14,dough
2064,4,14,express
2065,4,14,fist
2066,4,14,flexible
2067,4,14,flush
2068,4,14,injure
2069,4,14,lump
2070,4,14,mixture
2071,4,14,shatter
2072,4,14,shutter
2073,4,14,sift
2074,4,14,slight
2075,4,14,sparkle
2076,4,14,sprinkle
2077,4,14,stale
2078,4,14,utter
2079,4,14,reconcile
2080,4,14,ruin
2081,4,15,although
2082,4,15,apply
2083,4,15,await
2084,4,15,beloved
2085,4,15,bury
2086,4,15,climate
2087,4,15,complain
2088,4,15,confuse
2089,4,15,due
2090,4,15,entire
2091,4,15,furnace
2092,4,15,leash
2093,4,15,mature
2094,4,15,measure
2095,4,15,midst
2096,4,15,misery
2097,4,15,prior
2098,4,15,research
2099,4,15,variety
2100,4,15,establish
2101,4,16,altogether
2102,4,16,bind
2103,4,16,bruise
2104,4,16,custom
2105,4,16,disobedient
2106,4,16,foresee
2107,4,16,glimpse
2108,4,16,hoop
2109,4,16,misfortune
2110,4,16,vehement
2111,4,16,negative
2112,4,16,per
2113,4,16,plead
2114,4,16,rip
2115,4,16,sake
2116,4,16,scrape
2117,4,16,source
2118,4,16,stern
2119,4,16,stitch
2120,4,16,thump
2121,4,17,civilization
2122,4,17,convenient
2123,4,17,den
2124,4,17,dew
2125,4,17,drastic
2126,4,17,exit
2127,4,17,flock
2128,4,17,fold
2129,4,17,lid
2130,4,17,loom
2131,4,17,native
2132,4,17,poison
2133,4,17,reed
2134,4,17,shield
2135,4,17,stormy
2136,4,17,sway
2137,4,17,urban
2138,4,17,wade
2139,4,17,mighty
2140,4,17,mushroom
2141,4,18,accent
2142,4,18,barber
2143,4,18,basement
2144,4,18,blank
2145,4,18,blink
2146,4,18,choir
2147,4,18,comic
2148,4,18,complicate
2149,4,18,decline
2150,4,18,errand
2151,4,18,hermit
2152,4,18,justly
2153,4,18,leather
2154,4,18,ponder
2155,4,18,reserve
2156,4,18,script
2157,4,18,search
2158,4,18,slam
2159,4,18,staircase
2160,4,18,glove
2161,4,19,afflicted
2162,4,19,aisle
2163,4,19,atmosphere
2164,4,19,author
2165,4,19,breakdown
2166,4,19,cargo
2167,4,19,chapter
2168,4,19,connect
2169,4,19,etc.
2170,4,19,flip
2171,4,19,notify
2172,4,19,pea
2173,4,19,raisin
2174,4,19,retain
2175,4,19,state
2176,4,19,tray
2177,4,19,unfortunate
2178,4,19,vivid
2179,4,19,vomit
2180,4,19,idle
2181,4,20,betray
2182,4,20,blast
2183,4,20,bracelet
2184,4,20,cease
2185,4,20,choke
2186,4,20,civil
2187,4,20,comment
2188,4,20,cross
2189,4,20,dent
2190,4,20,distrust
2191,4,20,lining
2192,4,20,mass
2193,4,20,pray
2194,4,20,rife
2195,4,20,sole
2196,4,20,sweep
2197,4,20,treachery
2198,4,20,tuck
2199,4,20,fort
2200,4,20,found
2201,4,21,background
2202,4,21,bait
2203,4,21,chronicle
2204,4,21,copper
2205,4,21,disease
2206,4,21,folklore
2207,4,21,infect
2208,4,21,itch
2209,4,21,literature
2210,4,21,millennium
2211,4,21,myth
2212,4,21,promote
2213,4,21,relate
2214,4,21,religion
2215,4,21,sum
2216,4,21,teller
2217,4,21,trustworthy
2218,4,21,update
2219,4,21,vein
2220,4,21,venom
2221,4,22,charity
2222,4,22,commerce
2223,4,22,condemn
2224,4,22,cozy
2225,4,22,deplete
2226,4,22,economy
2227,4,22,empire
2228,4,22,goods
2229,4,22,heed
2230,4,22,hitchhike
2231,4,22,mock
2232,4,22,neutral
2233,4,22,persecute
2234,4,22,pity
2235,4,22,reduce
2236,4,22,scribe
2237,4,22,temper
2238,4,22,throne
2239,4,22,unity
2240,4,22,victor
2241,4,23,accurate
2242,4,23,analyze
2243,4,23,asteroid
2244,4,23,controversy
2245,4,23,evolve
2246,4,23,factor
2247,4,23,genetic
2248,4,23,genome
2249,4,23,identical
2250,4,23,intellectual
2251,4,23,majority
2252,4,23,mammal
2253,4,23,multiply
2254,4,23,offspring
2255,4,23,pesticide
2256,4,23,regulate
2257,4,23,reinforce
2258,4,23,stricken
2259,4,23,vast
2260,4,23,vegetarian
2261,4,24,cherish
2262,4,24,compassion
2263,4,24,consent
2264,4,24,core
2265,4,24,cunning
2266,4,24,dizzy
2267,4,24,equilibrium
2268,4,24,foster
2269,4,24,grind
2270,4,24,growl
2271,4,24,moderation
2272,4,24,predator
2273,4,24,sane
2274,4,24,saucer
2275,4,24,snatch
2276,4,24,stagger
2277,4,24,stumble
2278,4,24,tense
2279,4,24,tumble
2280,4,24,withhold
2281,4,25,aircraft
2282,4,25,celebrity
2283,4,25,concrete
2284,4,25,decisive
2285,4,25,esteemed
2286,4,25,ethical
2287,4,25,extinct
2288,4,25,hardy
2289,4,25,institute
2290,4,25,jealousy
2291,4,25,migrate
2292,4,25,nurture
2293,4,25,overhead
2294,4,25,principle
2295,4,25,rural
2296,4,25,secluded
2297,4,25,species
2298,4,25,swamp
2299,4,25,traverse
2300,4,25,zoology
2301,4,26,assumption
2302,4,26,barley
2303,4,26,beast
2304,4,26,colonel
2305,4,26,contagious
2306,4,26,corpse
2307,4,26,crisis
2308,4,26,cure
2309,4,26,deformed
2310,4,26,discriminate
2311,4,26,embassy
2312,4,26,extinguish
2313,4,26,flint
2314,4,26,harass
2315,4,26,integrate
2316,4,26,miniature
2317,4,26,nutrition
2318,4,26,promptly
2319,4,26,technician
2320,4,26,tropics
2321,4,27,beneficial
2322,4,27,birthplace
2323,4,27,capacity
2324,4,27,comparative
2325,4,27,comprehensive
2326,4,27,conserve
2327,4,27,crucial
2328,4,27,cumulative
2329,4,27,deposit
2330,4,27,wooded
2331,4,27,distribute
2332,4,27,equator
2333,4,27,exotic
2334,4,27,federal
2335,4,27,formation
2336,4,27,frequency
2337,4,27,objective
2338,4,27,oxygen
2339,4,27,rainforest
2340,4,27,strategy
2341,4,28,avail
2342,4,28,expand
2343,4,28,define
2344,4,28,dread
2345,4,28,fundamental
2346,4,28,horrifying
2347,4,28,incredulous
2348,4,28,linger
2349,4,28,organism
2350,4,28,worsen
2351,4,28,paraphrase
2352,4,28,plague
2353,4,28,presently
2354,4,28,random
2355,4,28,riot
2356,4,28,scribble
2357,4,28,shrine
2358,4,28,solitude
2359,4,28,stark
2360,4,28,summon
2361,4,29,automobile
2362,4,29,candidate
2363,4,29,confidential
2364,4,29,corporate
2365,4,29,enhance
2366,4,29,era
2367,4,29,guideline
2368,4,29,incorporate
2369,4,29,interact
2370,4,29,interval
2371,4,29,mobile
2372,4,29,modify
2373,4,29,parallel
2374,4,29,phenomenon
2375,4,29,pollute
2376,4,29,ridicule
2377,4,29,solar
2378,4,29,territory
2379,4,29,tournament
2380,4,29,transportation
2381,4,30,bill
2382,4,30,boundary
2383,4,30,chaos
2384,4,30,consistent
2385,4,30,cyclone
2386,4,30,doomed
2387,4,30,heir
2388,4,30,martial
2389,4,30,organic
2390,4,30,poultry
2391,4,30,scramble
2392,4,30,sergeant
2393,4,30,sheer
2394,4,30,stance
2395,4,30,telegraph
2396,4,30,textile
2397,4,30,tornado
2398,4,30,typhoon
2399,4,30,wail
2400,4,30,wardrobe
2401,5,1,allot
2402,5,1,appall
2403,5,1,cache
2404,5,1,convenience
2405,5,1,dearth
2406,5,1,deliberate
2407,5,1,dire
2408,5,1,elapse
2409,5,1,empathy
2410,5,1,fanciful
2411,5,1,gripe
2412,5,1,grueling
2413,5,1,mundane
2414,5,1,opt
2415,5,1,outrage
2416,5,1,paltry
2417,5,1,rectify
2418,5,1,resourceful
2419,5,1,sustenance
2420,5,1,tedious
2421,5,2,abbey
2422,5,2,abundant
2423,5,2,adjoin
2424,5,2,ample
2425,5,2,arid
2426,5,2,cathedral
2427,5,2,deprive
2428,5,2,drought
2429,5,2,eligible
2430,5,2,fast
2431,5,2,grumble
2432,5,2,inland
2433,5,2,moisture
2434,5,2,nonetheless
2435,5,2,oath
2436,5,2,prairie
2437,5,2,ragged
2438,5,2,rugged
2439,5,2,scarce
2440,5,2,speculate
2441,5,3,analytic
2442,5,3,assert
2443,5,3,bachelor
2444,5,3,calculus
2445,5,3,celestial
2446,5,3,cognitive
2447,5,3,collision
2448,5,3,competent
2449,5,3,diploma
2450,5,3,excel
2451,5,3,harness
2452,5,3,intellect
2453,5,3,keen
2454,5,3,mythology
2455,5,3,physiology
2456,5,3,radioactive
2457,5,3,relativity
2458,5,3,sociology
2459,5,3,theoretical
2460,5,3,geology
2461,5,4,administrator
2462,5,4,affluent
2463,5,4,audit
2464,5,4,automate
2465,5,4,bribe
2466,5,4,corrupt
2467,5,4,dispose
2468,5,4,headquarters
2469,5,4,incentive
2470,5,4,infrastructure
2471,5,4,legislate
2472,5,4,legitimate
2473,5,4,manipulate
2474,5,4,merchandise
2475,5,4,retail
2476,5,4,revenue
2477,5,4,rubbish
2478,5,4,subsidy
2479,5,4,transaction
2480,5,4,violate
2481,5,5,assess
2482,5,5,astonish
2483,5,5,commence
2484,5,5,essence
2485,5,5,extract
2486,5,5,fabulous
2487,5,5,haste
2488,5,5,impulse
2489,5,5,latter
2490,5,5,molecule
2491,5,5,pharmaceutical
2492,5,5,precise
2493,5,5,proximity
2494,5,5,publicity
2495,5,5,remedy
2496,5,5,significance
2497,5,5,subsequent
2498,5,5,synthetic
2499,5,5,terminal
2500,5,5,ongoing
2501,5,6,altitude
2502,5,6,coastline
2503,5,6,deter
2504,5,6,devise
2505,5,6,expertise
2506,5,6,fracture
2507,5,6,impair
2508,5,6,implement
2509,5,6,indigenous
2510,5,6,tolerate
2511,5,6,insight
2512,5,6,limb
2513,5,6,migraine
2514,5,6,optimism
2515,5,6,peculiar
2516,5,6,proficient
2517,5,6,quest
2518,5,6,ridge
2519,5,6,spouse
2520,5,6,thrust
2521,5,7,aquatic
2522,5,7,biosphere
2523,5,7,bizarre
2524,5,7,Celsius
2525,5,7,coarse
2526,5,7,companion
2527,5,7,digest
2528,5,7,duration
2529,5,7,ecology
2530,5,7,feat
2531,5,7,nucleus
2532,5,7,parasite
2533,5,7,prominent
2534,5,7,repetitive
2535,5,7,reproductive
2536,5,7,temperate
2537,5,7,tolerance
2538,5,7,undergo
2539,5,7,vulnerable
2540,5,7,infinite
2541,5,8,adept
2542,5,8,barren
2543,5,8,ceramic
2544,5,8,culinary
2545,5,8,dense
2546,5,8,dignity
2547,5,8,dominate
2548,5,8,edible
2549,5,8,hostile
2550,5,8,intake
2551,5,8,malnutrition
2552,5,8,medication
2553,5,8,misconception
2554,5,8,obscure
2555,5,8,oppress
2556,5,8,peel
2557,5,8,prescription
2558,5,8,respirator
2559,5,8,strive
2560,5,8,likewise
2561,5,9,archaic
2562,5,9,benevolent
2563,5,9,brass
2564,5,9,capitalism
2565,5,9,component
2566,5,9,dependence
2567,5,9,diminish
2568,5,9,drawback
2569,5,9,fad
2570,5,9,impose
2571,5,9,managerial
2572,5,9,medieval
2573,5,9,obsolete
2574,5,9,peninsula
2575,5,9,prestige
2576,5,9,proportion
2577,5,9,radical
2578,5,9,refute
2579,5,9,spectacular
2580,5,9,weave
2581,5,10,accountant
2582,5,10,capitalist
2583,5,10,contempt
2584,5,10,dedicate
2585,5,10,ditch
2586,5,10,enterprise
2587,5,10,exquisite
2588,5,10,finance
2589,5,10,indifferent
2590,5,10,irrigate
2591,5,10,maximize
2592,5,10,monetary
2593,5,10,precaution
2594,5,10,preliminary
2595,5,10,saturate
2596,5,10,simplicity
2597,5,10,sow
2598,5,10,soy
2599,5,10,spade
2600,5,10,upcoming
2601,5,11,acute
2602,5,11,aggression
2603,5,11,banquet
2604,5,11,biography
2605,5,11,boost
2606,5,11,clap
2607,5,11,compel
2608,5,11,dominance
2609,5,11,gorgeous
2610,5,11,inevitable
2611,5,11,masterpiece
2612,5,11,multiple
2613,5,11,narrate
2614,5,11,notorious
2615,5,11,outdated
2616,5,11,overall
2617,5,11,partiality
2618,5,11,spontaneous
2619,5,11,virtue
2620,5,11,legacy
2621,5,12,anthropology
2622,5,12,applaud
2623,5,12,appoint
2624,5,12,compatible
2625,5,12,competence
2626,5,12,confer
2627,5,12,consecutive
2628,5,12,crude
2629,5,12,cube
2630,5,12,feedback
2631,5,12,ignorance
2632,5,12,masculine
2633,5,12,monument
2634,5,12,muscular
2635,5,12,posture
2636,5,12,situate
2637,5,12,supervise
2638,5,12,symmetry
2639,5,12,tattoo
2640,5,12,undergraduate
2641,5,13,brook
2642,5,13,cater
2643,5,13,considerate
2644,5,13,consumption
2645,5,13,criteria
2646,5,13,crust
2647,5,13,degrade
2648,5,13,entitle
2649,5,13,escort
2650,5,13,external
2651,5,13,faculty
2652,5,13,heap
2653,5,13,hemisphere
2654,5,13,hound
2655,5,13,impersonal
2656,5,13,ornament
2657,5,13,pedestrian
2658,5,13,sanctuary
2659,5,13,spectator
2660,5,13,facility
2661,5,14,asset
2662,5,14,aspect
2663,5,14,Braille
2664,5,14,bud
2665,5,14,coordinate
2666,5,14,disprove
2667,5,14,humanitarian
2668,5,14,hypothesis
2669,5,14,imprint
2670,5,14,informative
2671,5,14,optic
2672,5,14,premise
2673,5,14,rack
2674,5,14,Renaissance
2675,5,14,revere
2676,5,14,simultaneous
2677,5,14,skeptic
2678,5,14,spatial
2679,5,14,specify
2680,5,14,wax
2681,5,15,accessory
2682,5,15,acquisition
2683,5,15,adequate
2684,5,15,cardboard
2685,5,15,dilemma
2686,5,15,elaborate
2687,5,15,facilitate
2688,5,15,fleet
2689,5,15,grid
2690,5,15,updated
2691,5,15,import
2692,5,15,infer
2693,5,15,inflate
2694,5,15,innate
2695,5,15,marble
2696,5,15,mast
2697,5,15,nausea
2698,5,15,naval
2699,5,15,pouch
2700,5,15,saturated
2701,5,16,addict
2702,5,16,archeological
2703,5,16,archeology
2704,5,16,brainstorm
2705,5,16,budget
2706,5,16,chaotic
2707,5,16,cite
2708,5,16,correspond
2709,5,16,courtyard
2710,5,16,restrict
2711,5,16,estate
2712,5,16,fraud
2713,5,16,hydrogen
2714,5,16,integrity
2715,5,16,knit
2716,5,16,outlook
2717,5,16,parachute
2718,5,16,prehistoric
2719,5,16,proponent
2720,5,16,refine
2721,5,17,attorney
2722,5,17,chronic
2723,5,17,discipline
2724,5,17,donor
2725,5,17,fellow
2726,5,17,gossip
2727,5,17,graduate
2728,5,17,graffiti
2729,5,17,guardian
2730,5,17,implicate
2731,5,17,kin
2732,5,17,referee
2733,5,17,sever
2734,5,17,shaft
2735,5,17,stab
2736,5,17,stimulus
2737,5,17,suspicion
2738,5,17,terminate
2739,5,17,theme
2740,5,17,tuition
2741,5,18,aggressive
2742,5,18,amnesty
2743,5,18,arena
2744,5,18,auditorium
2745,5,18,captive
2746,5,18,combat
2747,5,18,commonplace
2748,5,18,compound
2749,5,18,rust
2750,5,18,sacred
